7000,16.5167,47.85
7071,16.6716,47.8012
2443,16.55,47.9
2443,16.5194,47.9077
2443,16.4667,47.9333
2485,16.4333,47.9167
2491,16.4167,47.8333
2491,16.3667,47.85
2491,16.4333,47.8667
7011,16.5167,47.7667
7011,16.5423,47.781
7013,16.55,47.75
7033,16.4,47.8167
7034,16.4,47.8167
7035,16.4167,47.8333
7035,16.4,47.8167
7041,16.5,47.8
7051,16.4833,47.8333
7052,16.45,47.8333
7053,16.4333,47.8667
7061,16.5576,47.8135
7062,16.6088,47.8034
7063,16.6014,47.8187
7064,16.6196,47.8291
7072,16.6667,47.75
7081,16.6167,47.85
7082,16.6463,47.8942
7083,16.6315,47.8721
7091,16.7362,47.9365
7512,16.3,47.1667
7521,16.4667,47.1
7521,16.4667,47.1333
7522,16.4167,47.05
7522,16.4667,47.1
7522,16.4167,47.0333
7533,16.1667,47.1833
7534,16.2,47.1833
7534,16.2333,47.1333
7535,16.3,47.1667
7535,16.2333,47.1333
7535,16.3,47.0833
7535,16.2667,47.1333
7535,16.2821,47.1195
7540,16.3333,47.0333
7540,16.348,47.1446
7540,16.4833,47.05
7540,16.3,47.0833
7540,16.3,47.0167
7540,16.3243,47.0594
7540,16.2667,47.0167
7540,16.185,47.0753
7540,16.35,47.0167
7540,16.3154,47.0135
7542,16.2769,47.0648
7542,16.3243,47.0594
7543,16.185,47.0753
7543,16.2167,47.0667
7543,16.185,47.0753
7551,16.1667,47.1333
7551,16.1667,47.1667
7551,16.1833,47.1167
7551,16.1667,47.1167
7552,16.1167,47.2
8291,16.1259,47.1568
8292,16.0944,47.1833
8292,16.1167,47.2
8293,16.1,47.2167
7561,16.225,46.9969
7561,16.2608,46.9892
7562,16.2,47
7563,16.1744,47.013
7564,16.1373,47.0404
7571,16.1373,47.0404
7572,16.1,47.0833
8282,16.1416,46.9385
8350,16.0825,46.9292
8380,16.1416,46.9385
8380,16.1361,46.9225
8382,16.1875,46.9425
8382,16.2322,46.9492
8383,16.1053,46.9244
8383,16.0825,46.9292
8383,16.1153,46.9222
8383,16.1361,46.9225
8383,16.1203,46.889
8384,16.0289,46.8706
8384,16.1203,46.889
8384,16.065,46.8831
8385,16.0825,46.9292
8385,16.0289,46.8706
8385,15.9822,46.9255
7021,16.5071,47.7325
7021,16.4833,47.7333
7022,16.5,47.7167
7022,16.4667,47.7
7023,16.4667,47.7667
7023,16.45,47.75
7023,16.4333,47.75
7024,16.4514,47.7904
7031,16.4167,47.7833
7032,16.395,47.7753
7033,16.3833,47.8
7041,16.4833,47.7667
7201,16.2967,47.7917
7202,16.3833,47.8
7202,16.3243,47.744
7202,16.3272,47.7731
7203,16.3243,47.744
7210,16.4167,47.7333
7210,16.4,47.7333
7212,16.3334,47.7116
7221,16.3917,47.6833
7222,16.4167,47.7167
7223,16.3667,47.65
2413,16.9833,48.1
2421,17.0639,48.0925
2422,17.0333,48.05
2423,17.1,48.0167
2424,17.0031,47.9831
2425,17.0694,47.9406
2460,16.7833,48.0167
2462,16.7833,48.0167
2471,16.8605,47.9996
2473,16.9333,48.0333
2474,16.9833,48.0167
2475,16.9333,48.0167
7092,16.75,47.95
7093,16.796,47.9617
